,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-160.55855318416351,32.0756633626674,-211.13330007873168,-118.47907616290074,,
1,0,-44.74622391327597,12.305933006215698,-63.48570661479879,-20.125225472487003,1.0255553722381592,0.029032332822680473
2,1,1.3354480358810907,18.598120057287932,-23.070031594280863,34.441038932240254,0.0379067026078701,0.015695422887802124
3,2,43.50832995132328,32.97065390045281,-0.670129840276612,101.52577922543615,0.016297411173582077,0.012991814874112606
4,3,63.58036208248311,20.263450041618405,25.08529304097127,88.54412687036086,0.013632449321448803,0.01154416799545288
5,4,50.4073416609011,24.599612226112097,20.74801807889979,96.83166224350705,0.010087207891047001,0.009545354172587395
6,5,74.2234795470303,27.037303054182793,9.723165456917567,109.28411106715244,0.007778605911880732,0.007760672364383936
7,6,77.4349759856236,27.803837215795653,25.33725377986252,114.62926671200708,0.0065338462591171265,0.004839818459004164
8,7,116.68996754974356,31.961843505192935,76.39362342250223,174.55137493996733,0.0062895044684410095,0.007760745473206043
9,8,109.68757266219761,28.07081767985742,61.165369467715074,142.9918321893401,0.006685311906039715,0.005621761083602905
10,9,124.7286535711085,26.998110307648634,71.5794522014017,171.04722503582127,0.00477164750918746,0.005886087194085121
11,10,104.70343901560652,32.150659655331474,44.12533595400626,163.43851211735753,0.005149560980498791,0.0037894228007644415
